GNISIDNAME,Area_Total_Cells,Date,MIN,MAX,MEAN,STD,MEDIAN,Year,Month,Day,Julian_day
McKay Reservoir_01132097,27,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Ochoco Reservoir_01147148,34,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Odell Lake_01147159,152,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Paulina Lake_01147502,58,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Prineville Reservoir_01125673,93,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Renner Lake_00267175,21,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Ross Island Lagoon,31,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Siltcoos Lake_01158483,120,3/14/2024,216770.5156,816582.6875,493874.2169,132084.3906,496592.4063,2024,3,14,74
Sturgeon Lake_01127681,126,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Summer Lake_01150595,1211,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Thief Valley Reservoir_01128007,27,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Upper Cow Lake_01119431,42,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Upper Klamath Lake_01151685,2912,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Waldo Lake_01151818,258,3/14/2024,6309.57666,9817.481445,6337.661476,296.878719,6309.57666,2024,3,14,74
Wallowa Lake_01151862,68,3/14/2024,6309.57666,229086.8438,16843.13952,38960.25911,6309.57666,2024,3,14,74
Warm Springs Reservoir_01128656,151,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Wickiup Reservoir_01161711,414,3/14/2024,6309.57666,469894.2813,26537.94189,71127.66771,6309.57666,2024,3,14,74
Willamette River (Marquam Brg to Multnomah Channel),73,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Willamette River (Sellwood Brg to Willamette Falls),35,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Alkali Lake_01116863,27,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Aspen Lake_01161255,164,3/15/2024,6309.57666,147231.3281,39394.55262,54666.03784,6309.57666,2024,3,15,75
Beulah Reservoir_01117569,66,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Brownlee Reservoir_00378278,515,3/15/2024,6309.57666,319153.9375,11069.94812,32882.59708,6309.57666,2024,3,15,75
Cold Springs Reservoir_01119125,36,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Cottage Grove Lake_01158179,26,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Crater Lake_01163669,578,3/15/2024,6309.57666,108642.6172,7793.282162,8495.957863,6309.57666,2024,3,15,75
Crescent Lake_01158186,165,3/15/2024,6309.57666,34994.53125,6816.487089,2743.219181,6309.57666,2024,3,15,75
Crump Lake_01119601,365,3/15/2024,6309.57666,194088.6406,86932.31413,37313.94543,92045,2024,3,15,75
Davis Lake_01140666,135,3/15/2024,6309.57666,310456.0313,24742.69512,72571.25995,6309.57666,2024,3,15,75
Detroit Lake_01639301,91,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Dexter Reservoir_01119918,35,3/15/2024,6309.57666,263026.8438,24879.47831,62837.59429,6309.57666,2024,3,15,75
Dorena Lake_01120032,49,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Drews Reservoir_01141243,156,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Fall Creek Lake_01158871,39,3/15/2024,6309.57666,82413.88281,16865.13212,25869.28023,6309.57666,2024,3,15,75
Fern Ridge Lake_01120678,294,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Foster Lake_01158892,32,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Gerber Reservoir_01121105,143,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Goose Lake_00224325,4178,3/15/2024,6309.57666,301995.375,7165.498649,13400.87809,6309.57666,2024,3,15,75
Green Peter Lake_01158878,123,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Hart Lake_01121637,317,3/15/2024,6309.57666,194088.6406,36844.90469,40156.37798,19588.45898,2024,3,15,75
Henry Hagg Lake_01158095,40,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Hills Creek Lake_01158881,81,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Howard Prairie Lake_01158895,69,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Lake Abert_01116755,1820,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Lake Billy Chinook (Crooked)_01138120,28,3/15/2024,6309.57666,496592.4063,37352.2752,104838.6329,6309.57666,2024,3,15,75
Lake Billy Chinook (Deschutes)_01138120,47,3/15/2024,6309.57666,457088.5,69901.97796,122872.2337,6309.57666,2024,3,15,75
Lake Billy Chinook (Metolius)_01138120,77,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Lake Billy Chinook_01138120,152,3/15/2024,6309.57666,496592.4063,30884.51116,86256.34,6309.57666,2024,3,15,75
Lake Owyhee_01125099,431,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Lake Umatilla_01513298,656,3/15/2024,6309.57666,135519,6508.973918,5071.90748,6309.57666,2024,3,15,75
Lake of the Woods_01161601,51,3/15/2024,6309.57666,173780.1875,19593.67938,32386.9811,6309.57666,2024,3,15,75
Lemolo Lake_01144938,17,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Lost Creek Lake_01158890,122,3/15/2024,6309.57666,672977.125,18529.73762,78719.67262,6309.57666,2024,3,15,75
Malheur Lake_01123710,1284,3/15/2024,6309.57666,57544.02344,6372.198545,1623.79671,6309.57666,2024,3,15,75
McKay Reservoir_01132097,27,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Ochoco Reservoir_01147148,34,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Odell Lake_01147159,152,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Paulina Lake_01147502,58,3/15/2024,6309.57666,14454.4082,6667.940822,1481.957,6309.57666,2024,3,15,75
Prineville Reservoir_01125673,93,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Renner Lake_00267175,21,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Ross Island Lagoon,31,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Siltcoos Lake_01158483,120,3/15/2024,147231.3281,1018591.688,402606.5751,171962.4677,387257.9063,2024,3,15,75
Sturgeon Lake_01127681,126,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Summer Lake_01150595,1211,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Thief Valley Reservoir_01128007,27,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Upper Cow Lake_01119431,42,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Upper Klamath Lake_01151685,2912,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Waldo Lake_01151818,258,3/15/2024,6309.57666,794328.375,12973.78483,55151.89855,6309.57666,2024,3,15,75
Wallowa Lake_01151862,68,3/15/2024,6309.57666,55975.78125,7466.122954,6362.311563,6309.57666,2024,3,15,75
Warm Springs Reservoir_01128656,151,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Wickiup Reservoir_01161711,414,3/15/2024,6309.57666,1770109.5,147996.4935,278592.8947,6309.57666,2024,3,15,75
Willamette River (Marquam Brg to Multnomah Channel),73,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Willamette River (Sellwood Brg to Willamette Falls),35,3/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,15,75
Alkali Lake_01116863,27,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Aspen Lake_01161255,164,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Beulah Reservoir_01117569,66,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Brownlee Reservoir_00378278,515,3/16/2024,6309.57666,409260.8438,12193.83012,42464.89073,6309.57666,2024,3,16,76
Cold Springs Reservoir_01119125,36,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Cottage Grove Lake_01158179,26,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Crane Prairie Reservoir_01140386,180,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Crater Lake_01163669,578,3/16/2024,6309.57666,356451.1563,7837.100688,19332.78487,6309.57666,2024,3,16,76
Crescent Lake_01158186,165,3/16/2024,6309.57666,33113.12891,7271.879923,4070.395041,6309.57666,2024,3,16,76
Crump Lake_01119601,365,3/16/2024,6309.57666,205116.3438,74551.23261,38430.02927,77983.04688,2024,3,16,76
Cultus Lake_01140537,47,3/16/2024,6309.57666,636795.75,86574.7056,155171.1714,6309.57666,2024,3,16,76
Davis Lake_01140666,135,3/16/2024,6309.57666,143218.8281,13635.99959,22559.48046,6309.57666,2024,3,16,76
Detroit Lake_01639301,91,3/16/2024,6309.57666,11271.98145,6575.407741,1107.354083,6309.57666,2024,3,16,76
Dexter Reservoir_01119918,35,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Dorena Lake_01120032,49,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Drews Reservoir_01141243,156,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Fall Creek Lake_01158871,39,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Fern Ridge Lake_01120678,294,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Foster Lake_01158892,32,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Gerber Reservoir_01121105,143,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Goose Lake_00224325,4178,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Green Peter Lake_01158878,123,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Hart Lake_01121637,317,3/16/2024,6309.57666,183653.9063,14438.61773,23486.9374,6309.57666,2024,3,16,76
Henry Hagg Lake_01158095,40,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Hills Creek Lake_01158881,81,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Howard Prairie Lake_01158895,69,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake Abert_01116755,1820,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake Billy Chinook (Crooked)_01138120,28,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake Billy Chinook (Deschutes)_01138120,47,3/16/2024,6309.57666,444631.5,98009.44024,140280.0606,6309.57666,2024,3,16,76
Lake Billy Chinook (Metolius)_01138120,77,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake Billy Chinook_01138120,152,3/16/2024,6309.57666,444631.5,34857.6474,89045.97626,6309.57666,2024,3,16,76
Lake Owyhee_01125099,431,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake Umatilla_01513298,656,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lake of the Woods_01161601,51,3/16/2024,6309.57666,12941.96582,6742.678327,1569.077202,6309.57666,2024,3,16,76
Lemolo Lake_01144938,17,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Lost Creek Lake_01158890,122,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Malheur Lake_01123710,1284,3/16/2024,6309.57666,52966.37109,6405.498946,1775.619351,6309.57666,2024,3,16,76
McKay Reservoir_01132097,27,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Ochoco Reservoir_01147148,34,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Odell Lake_01147159,152,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Paulina Lake_01147502,58,3/16/2024,6309.57666,155596.625,18354.84347,38864.45902,6309.57666,2024,3,16,76
Prineville Reservoir_01125673,93,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Renner Lake_00267175,21,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Ross Island Lagoon,31,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Siltcoos Lake_01158483,120,3/16/2024,194088.6406,1342765.75,501603.774,227641.0293,483059.0938,2024,3,16,76
Sturgeon Lake_01127681,126,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Summer Lake_01150595,1211,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Thief Valley Reservoir_01128007,27,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Upper Cow Lake_01119431,42,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Upper Klamath Lake_01151685,2912,3/16/2024,6309.57666,124738.4141,6373.485113,2526.393768,6309.57666,2024,3,16,76
Waldo Lake_01151818,258,3/16/2024,6309.57666,711213.875,25346.04633,89042.2152,6309.57666,2024,3,16,76
Wallowa Lake_01151862,68,3/16/2024,6309.57666,248885.8125,19566.77611,51601.16693,6309.57666,2024,3,16,76
Warm Springs Reservoir_01128656,151,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Wickiup Reservoir_01161711,414,3/16/2024,6309.57666,1342765.75,99840.15864,231438.0905,6309.57666,2024,3,16,76
Willamette River (Marquam Brg to Multnomah Channel),73,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Willamette River (Sellwood Brg to Willamette Falls),35,3/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,16,76
Alkali Lake_01116863,27,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Aspen Lake_01161255,164,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Beulah Reservoir_01117569,66,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Brownlee Reservoir_00378278,515,3/17/2024,6309.57666,319153.9375,13560.05352,44580.99773,6309.57666,2024,3,17,77
Cold Springs Reservoir_01119125,36,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Cottage Grove Lake_01158179,26,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Crane Prairie Reservoir_01140386,180,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Crater Lake_01163669,578,3/17/2024,6309.57666,131825.7813,6907.028309,5781.11858,6309.57666,2024,3,17,77
Crescent Lake_01158186,165,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Crump Lake_01119601,365,3/17/2024,6309.57666,248885.8125,41959.19521,42645.04669,29648.32227,2024,3,17,77
Cultus Lake_01140537,47,3/17/2024,6309.57666,102801.6406,19519.50034,27357.27687,6309.57666,2024,3,17,77
Davis Lake_01140666,135,3/17/2024,6309.57666,235505.0469,17599.21329,34609.80422,6309.57666,2024,3,17,77
Detroit Lake_01639301,91,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Dexter Reservoir_01119918,35,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Dorena Lake_01120032,49,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Drews Reservoir_01141243,156,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Fern Ridge Lake_01120678,294,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Foster Lake_01158892,32,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Gerber Reservoir_01121105,143,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Goose Lake_00224325,4178,3/17/2024,6309.57666,222843.5313,7472.719918,12598.03905,6309.57666,2024,3,17,77
Green Peter Lake_01158878,123,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Hart Lake_01121637,317,3/17/2024,6309.57666,222843.5313,19211.80564,32128.62582,6309.57666,2024,3,17,77
Henry Hagg Lake_01158095,40,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Hills Creek Lake_01158881,81,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Howard Prairie Lake_01158895,69,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake Abert_01116755,1820,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake Billy Chinook (Crooked)_01138120,28,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake Billy Chinook (Deschutes)_01138120,47,3/17/2024,6309.57666,248885.8125,21351.44659,57825.76941,6309.57666,2024,3,17,77
Lake Billy Chinook (Metolius)_01138120,77,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake Billy Chinook_01138120,152,3/17/2024,6309.57666,248885.8125,10702.33513,31988.94599,6309.57666,2024,3,17,77
Lake Owyhee_01125099,431,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake Umatilla_01513298,656,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Lake of the Woods_01161601,51,3/17/2024,6309.57666,42461.98047,8791.633179,7674.549519,6309.57666,2024,3,17,77
Lemolo Lake_01144938,17,3/17/2024,6309.57666,159955.8906,60933.15544,70638.98866,6309.57666,2024,3,17,77
Lost Creek Lake_01158890,122,3/17/2024,6309.57666,277971.4688,8921.710238,26510.26043,6309.57666,2024,3,17,77
Malheur Lake_01123710,1284,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
McKay Reservoir_01132097,27,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Ochoco Reservoir_01147148,34,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Odell Lake_01147159,152,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Paulina Lake_01147502,58,3/17/2024,6309.57666,57544.02344,8250.132384,8955.963315,6309.57666,2024,3,17,77
Prineville Reservoir_01125673,93,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Renner Lake_00267175,21,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Ross Island Lagoon,31,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Siltcoos Lake_01158483,120,3/17/2024,248885.8125,1721869.75,626942.3974,263031.4847,570164.3125,2024,3,17,77
Sturgeon Lake_01127681,126,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Summer Lake_01150595,1211,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Thief Valley Reservoir_01128007,27,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Upper Cow Lake_01119431,42,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Upper Klamath Lake_01151685,2912,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Waldo Lake_01151818,258,3/17/2024,6309.57666,84722.78125,7581.694859,7012.972653,6309.57666,2024,3,17,77
Wallowa Lake_01151862,68,3/17/2024,6309.57666,52966.37109,12237.74738,13502.88171,6309.57666,2024,3,17,77
Warm Springs Reservoir_01128656,151,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Wickiup Reservoir_01161711,414,3/17/2024,6309.57666,285759.25,15462.87434,39687.16934,6309.57666,2024,3,17,77
Willamette River (Marquam Brg to Multnomah Channel),73,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Willamette River (Sellwood Brg to Willamette Falls),35,3/17/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,17,77
Alkali Lake_01116863,27,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Aspen Lake_01161255,164,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Beulah Reservoir_01117569,66,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Brownlee Reservoir_00378278,515,3/18/2024,6309.57666,118032.0781,7322.817352,9490.688721,6309.57666,2024,3,18,78
Cold Springs Reservoir_01119125,36,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Cottage Grove Lake_01158179,26,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Crane Prairie Reservoir_01140386,180,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Crater Lake_01163669,578,3/18/2024,6309.57666,178648.8906,7350.386595,12725.26865,6309.57666,2024,3,18,78
Crescent Lake_01158186,165,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Crump Lake_01119601,365,3/18/2024,6309.57666,135519,42511.7645,30105.4322,39084.11328,2024,3,18,78
Cultus Lake_01140537,47,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Davis Lake_01140666,135,3/18/2024,6309.57666,263026.8438,23325.71049,50509.48648,6309.57666,2024,3,18,78
Detroit Lake_01639301,91,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Dexter Reservoir_01119918,35,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Diamond Lake_01140999,137,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Dorena Lake_01120032,49,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Drews Reservoir_01141243,156,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Fern Ridge Lake_01120678,294,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Foster Lake_01158892,32,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Gerber Reservoir_01121105,143,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Goose Lake_00224325,4178,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Hart Lake_01121637,317,3/18/2024,6309.57666,194088.6406,8070.816421,13562.777,6309.57666,2024,3,18,78
Henry Hagg Lake_01158095,40,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Hills Creek Lake_01158881,81,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Howard Prairie Lake_01158895,69,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lake Abert_01116755,1820,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lake Billy Chinook (Crooked)_01138120,28,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lake Billy Chinook (Deschutes)_01138120,47,3/18/2024,6309.57666,293765.0625,72645.45801,121112.1953,6309.57666,2024,3,18,78
Lake Billy Chinook (Metolius)_01138120,77,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lake Billy Chinook_01138120,152,3/18/2024,6309.57666,293765.0625,16221.83479,52450.7399,6309.57666,2024,3,18,78
Lake Owyhee_01125099,431,3/18/2024,6309.57666,77983.04688,6640.306578,4821.724079,6309.57666,2024,3,18,78
Lake Umatilla_01513298,656,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lake of the Woods_01161601,51,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Lost Creek Lake_01158890,122,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Malheur Lake_01123710,1284,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
McKay Reservoir_01132097,27,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Ochoco Reservoir_01147148,34,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Odell Lake_01147159,152,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Paulina Lake_01147502,58,3/18/2024,6309.57666,67920.39844,9503.852899,12115.91275,6309.57666,2024,3,18,78
Prineville Reservoir_01125673,93,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Renner Lake_00267175,21,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Ross Island Lagoon,31,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Siltcoos Lake_01158483,120,3/18/2024,242103.0781,1106624.125,700481.2758,204765.0535,731139.625,2024,3,18,78
Sturgeon Lake_01127681,126,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Summer Lake_01150595,1211,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Thief Valley Reservoir_01128007,27,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Upper Cow Lake_01119431,42,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Upper Klamath Lake_01151685,2912,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
Waldo Lake_01151818,258,3/18/2024,6309.57666,178648.8906,7711.115975,15198.43221,6309.57666,2024,3,18,78
Wallowa Lake_01151862,68,3/18/2024,6309.57666,34994.53125,7989.844461,6322.849792,6309.57666,2024,3,18,78
Warm Springs Reservoir_01128656,151,3/18/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,18,78
