GNISIDNAME,Area_Total_Cells,Date,MIN,MAX,MEAN,STD,MEDIAN,Year,Month,Day,Julian_day
Davis Lake_01140666,135,2/23/2024,6309.57666,242103.0781,12388.76549,29756.38126,6309.57666,2024,2,23,54
Detroit Lake_01639301,91,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Dexter Reservoir_01119918,35,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Diamond Lake_01140999,137,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Dorena Lake_01120032,49,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Drews Reservoir_01141243,156,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Fall Creek Lake_01158871,39,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Fern Ridge Lake_01120678,294,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Foster Lake_01158892,32,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Gerber Reservoir_01121105,143,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Goose Lake_00224325,4178,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Green Peter Lake_01158878,123,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Hart Lake_01121637,317,2/23/2024,6309.57666,69823.29688,7719.639,7054.890701,6309.57666,2024,2,23,54
Henry Hagg Lake_01158095,40,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Hills Creek Lake_01158881,81,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Howard Prairie Lake_01158895,69,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake Abert_01116755,1820,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake Billy Chinook (Crooked)_01138120,28,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake Billy Chinook (Deschutes)_01138120,47,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake Billy Chinook (Metolius)_01138120,77,2/23/2024,6309.57666,636795.75,38258.44482,121420.8044,6309.57666,2024,2,23,54
Lake Billy Chinook_01138120,152,2/23/2024,6309.57666,636795.75,24297.59487,92476.02559,6309.57666,2024,2,23,54
Lake Owyhee_01125099,431,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake Umatilla_01513298,656,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lake of the Woods_01161601,51,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Lost Creek Lake_01158890,122,2/23/2024,6309.57666,169044.1563,10966.90907,25339.39109,6309.57666,2024,2,23,54
Malheur Lake_01123710,1284,2/23/2024,6309.57666,13304.54688,6340.761403,438.7716074,6309.57666,2024,2,23,54
McKay Reservoir_01132097,27,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Ochoco Reservoir_01147148,34,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Odell Lake_01147159,152,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Paulina Lake_01147502,58,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Prineville Reservoir_01125673,93,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Renner Lake_00267175,21,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Ross Island Lagoon,31,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Siltcoos Lake_01158483,120,2/23/2024,6309.57666,1499685.25,326312.9392,269696.5975,235505.0469,2024,2,23,54
Sturgeon Lake_01127681,126,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Summer Lake_01150595,1211,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Thief Valley Reservoir_01128007,27,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Upper Cow Lake_01119431,42,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Upper Klamath Lake_01151685,2912,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Waldo Lake_01151818,258,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Wallowa Lake_01151862,68,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Warm Springs Reservoir_01128656,151,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Wickiup Reservoir_01161711,414,2/23/2024,6309.57666,912011.4375,50317.61148,129524.7368,6309.57666,2024,2,23,54
Willamette River (Marquam Brg to Multnomah Channel),73,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Willamette River (Sellwood Brg to Willamette Falls),35,2/23/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,23,54
Alkali Lake_01116863,27,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Aspen Lake_01161255,164,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Beulah Reservoir_01117569,66,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Brownlee Reservoir_00378278,515,2/24/2024,6309.57666,155596.625,6633.036524,6845.037146,6309.57666,2024,2,24,55
Cold Springs Reservoir_01119125,36,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Cottage Grove Lake_01158179,26,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Crater Lake_01163669,578,2/24/2024,6309.57666,420726.6875,8096.715355,25891.95679,6309.57666,2024,2,24,55
Crescent Lake_01158186,165,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Crump Lake_01119601,365,2/24/2024,6309.57666,169044.1563,29580.71751,26202.91721,22490.55859,2024,2,24,55
Cultus Lake_01140537,47,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Davis Lake_01140666,135,2/24/2024,6309.57666,469894.2813,34455.93889,92423.62821,6309.57666,2024,2,24,55
Detroit Lake_01639301,91,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Dexter Reservoir_01119918,35,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Diamond Lake_01140999,137,2/24/2024,6309.57666,77983.04688,18255.15503,26711.12526,6309.57666,2024,2,24,55
Dorena Lake_01120032,49,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Drews Reservoir_01141243,156,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Fall Creek Lake_01158871,39,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Fern Ridge Lake_01120678,294,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Foster Lake_01158892,32,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Gerber Reservoir_01121105,143,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Goose Lake_00224325,4178,2/24/2024,6309.57666,235505.0469,7515.84426,13484.19849,6309.57666,2024,2,24,55
Green Peter Lake_01158878,123,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Hart Lake_01121637,317,2/24/2024,6309.57666,114815.4141,13137.60508,18175.40466,6309.57666,2024,2,24,55
Henry Hagg Lake_01158095,40,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Hills Creek Lake_01158881,81,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Howard Prairie Lake_01158895,69,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake Abert_01116755,1820,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake Billy Chinook (Crooked)_01138120,28,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake Billy Chinook (Deschutes)_01138120,47,2/24/2024,6309.57666,13304.54688,6503.881388,1149.522274,6309.57666,2024,2,24,55
Lake Billy Chinook (Metolius)_01138120,77,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake Billy Chinook_01138120,152,2/24/2024,6309.57666,13304.54688,6372.031751,658.005216,6309.57666,2024,2,24,55
Lake Owyhee_01125099,431,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake Umatilla_01513298,656,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lake of the Woods_01161601,51,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Lost Creek Lake_01158890,122,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Malheur Lake_01123710,1284,2/24/2024,6309.57666,13304.54688,6316.750989,223.9034226,6309.57666,2024,2,24,55
McKay Reservoir_01132097,27,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Ochoco Reservoir_01147148,34,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Odell Lake_01147159,152,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Paulina Lake_01147502,58,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Prineville Reservoir_01125673,93,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Renner Lake_00267175,21,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Ross Island Lagoon,31,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Siltcoos Lake_01158483,120,2/24/2024,57544.02344,862978.75,335764.3552,169230.6204,293765.0625,2024,2,24,55
Sturgeon Lake_01127681,126,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Summer Lake_01150595,1211,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Thief Valley Reservoir_01128007,27,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Upper Cow Lake_01119431,42,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Upper Klamath Lake_01151685,2912,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Waldo Lake_01151818,258,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Wallowa Lake_01151862,68,2/24/2024,6309.57666,39084.11328,7631.691034,6072.735251,6309.57666,2024,2,24,55
Warm Springs Reservoir_01128656,151,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Wickiup Reservoir_01161711,414,2/24/2024,6309.57666,839460.4375,61388.70089,150623.8447,6309.57666,2024,2,24,55
Willamette River (Marquam Brg to Multnomah Channel),73,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Willamette River (Sellwood Brg to Willamette Falls),35,2/24/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,24,55
Alkali Lake_01116863,27,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Aspen Lake_01161255,164,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Cold Springs Reservoir_01119125,36,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Crump Lake_01119601,365,2/25/2024,6309.57666,194088.6406,46123.90659,35072.20361,41304.76563,2024,2,25,56
Dorena Lake_01120032,49,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Drews Reservoir_01141243,156,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Gerber Reservoir_01121105,143,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Goose Lake_00224325,4178,2/25/2024,6309.57666,169044.1563,6946.160586,8559.772533,6309.57666,2024,2,25,56
Hart Lake_01121637,317,2/25/2024,6309.57666,155596.625,23897.77604,28742.48972,7450.166504,2024,2,25,56
Howard Prairie Lake_01158895,69,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Abert_01116755,1820,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Billy Chinook (Crooked)_01138120,28,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Billy Chinook (Deschutes)_01138120,47,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Billy Chinook (Metolius)_01138120,77,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Billy Chinook_01138120,152,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Owyhee_01125099,431,2/25/2024,6309.57666,328095.5,7940.212781,18242.52244,6309.57666,2024,2,25,56
Lake of the Woods_01161601,51,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Malheur Lake_01123710,1284,2/25/2024,6309.57666,229086.8438,7007.935505,10652.80183,6309.57666,2024,2,25,56
McKay Reservoir_01132097,27,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Ochoco Reservoir_01147148,34,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Prineville Reservoir_01125673,93,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Renner Lake_00267175,21,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Summer Lake_01150595,1211,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Upper Cow Lake_01119431,42,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Upper Klamath Lake_01151685,2912,2/25/2024,6309.57666,270395.9375,6624.818594,6612.799051,6309.57666,2024,2,25,56
Warm Springs Reservoir_01128656,151,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Wickiup Reservoir_01161711,414,2/25/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,25,56
Lake Billy Chinook (Crooked)_01138120,28,2/26/2024,6309.57666,328095.5,129223.425,136143.7478,46702.97583,2024,2,26,57
Lake Billy Chinook (Deschutes)_01138120,47,2/26/2024,6309.57666,346737,80945.06143,127114.3052,6309.57666,2024,2,26,57
Lake Billy Chinook (Metolius)_01138120,77,2/26/2024,6309.57666,366437.6875,105654.4337,123382.4205,6309.57666,2024,2,26,57
Lake Billy Chinook_01138120,152,2/26/2024,6309.57666,366437.6875,102928.1575,128317.4872,6309.57666,2024,2,26,57
Lake Umatilla_01513298,656,2/26/2024,6309.57666,328095.5,60616.65506,91281.83868,6309.57666,2024,2,26,57
Ochoco Reservoir_01147148,34,2/26/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,26,57
Aspen Lake_01161255,164,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Brownlee Reservoir_00378278,515,2/27/2024,6309.57666,691831.1875,219666.4245,270782.4352,6309.57666,2024,2,27,58
Cold Springs Reservoir_01119125,36,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Crater Lake_01163669,578,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Crump Lake_01119601,365,2/27/2024,6309.57666,155596.625,58174.32601,30635.95608,57544.02344,2024,2,27,58
Drews Reservoir_01141243,156,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Gerber Reservoir_01121105,143,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Goose Lake_00224325,4178,2/27/2024,6309.57666,199526.3125,8465.613149,16452.15128,6309.57666,2024,2,27,58
Hart Lake_01121637,317,2/27/2024,6309.57666,188799.25,28969.74325,43032.75002,6486.348145,2024,2,27,58
Howard Prairie Lake_01158895,69,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Lake Abert_01116755,1820,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Lake Owyhee_01125099,431,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Lake Umatilla_01513298,656,2/27/2024,6309.57666,205116.3438,25643.81846,58284.80835,6309.57666,2024,2,27,58
Lake of the Woods_01161601,51,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Malheur Lake_01123710,1284,2/27/2024,6309.57666,199526.3125,21458.77817,35289.63843,6309.57666,2024,2,27,58
McKay Reservoir_01132097,27,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Renner Lake_00267175,21,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Summer Lake_01150595,1211,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Upper Klamath Lake_01151685,2912,2/27/2024,6309.57666,64268.78516,6337.04185,1148.803938,6309.57666,2024,2,27,58
Warm Springs Reservoir_01128656,151,2/27/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,27,58
Wickiup Reservoir_01161711,414,2/27/2024,6309.57666,169044.1563,23546.04919,40778.38961,6309.57666,2024,2,27,58
Alkali Lake_01116863,27,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Crescent Lake_01158186,165,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Davis Lake_01140666,135,2/28/2024,6309.57666,235505.0469,43631.19724,73875.60423,6309.57666,2024,2,28,59
Diamond Lake_01140999,137,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Drews Reservoir_01141243,156,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Gerber Reservoir_01121105,143,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Goose Lake_00224325,4178,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Malheur Lake_01123710,1284,2/28/2024,6309.57666,124738.4141,6639.396311,4852.744026,6309.57666,2024,2,28,59
Odell Lake_01147159,152,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Renner Lake_00267175,21,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Upper Klamath Lake_01151685,2912,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Warm Springs Reservoir_01128656,151,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Wickiup Reservoir_01161711,414,2/28/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,28,59
Crump Lake_01119601,365,2/29/2024,6309.57666,82413.88281,21543.19662,27270.01543,6309.57666,2024,2,29,60
Drews Reservoir_01141243,156,2/29/2024,6309.57666,100000.0547,37609.30354,41890.96529,6309.57666,2024,2,29,60
Goose Lake_00224325,4178,2/29/2024,6309.57666,118032.0781,42350.77075,44080.84886,6309.57666,2024,2,29,60
Hart Lake_01121637,317,2/29/2024,6309.57666,77983.04688,11467.61612,18261.7601,6309.57666,2024,2,29,60
Lake Abert_01116755,1820,2/29/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,29,60
Lake Owyhee_01125099,431,2/29/2024,6309.57666,356451.1563,10916.70271,39898.88195,6309.57666,2024,2,29,60
Malheur Lake_01123710,1284,2/29/2024,6309.57666,143218.8281,11403.08543,18658.13369,6309.57666,2024,2,29,60
Warm Springs Reservoir_01128656,151,2/29/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,2,29,60
Brownlee Reservoir_00378278,515,3/1/2024,6309.57666,376704,30798.99411,82625.03853,6309.57666,2024,3,1,61
Cold Springs Reservoir_01119125,36,3/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,1,61
Lake Owyhee_01125099,431,3/1/2024,6309.57666,199526.3125,15796.73263,34000.27379,6309.57666,2024,3,1,61
Lake Umatilla_01513298,656,3/1/2024,6309.57666,356451.1563,100706.4436,135691.0125,6309.57666,2024,3,1,61
McKay Reservoir_01132097,27,3/1/2024,6309.57666,328095.5,152575.9055,160226.7354,6309.57666,2024,3,1,61
Ochoco Reservoir_01147148,34,3/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,1,61
Siltcoos Lake_01158483,120,3/1/2024,6309.57666,387257.9063,54021.34174,90103.52232,11587.77637,2024,3,1,61
Thief Valley Reservoir_01128007,27,3/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,1,61
Alkali Lake_01116863,27,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Brownlee Reservoir_00378278,515,3/2/2024,6309.57666,376704,146713.3187,155996.7302,6309.57666,2024,3,2,62
Davis Lake_01140666,135,3/2/2024,6309.57666,199526.3125,40592.81229,56727.13671,6309.57666,2024,3,2,62
Detroit Lake_01639301,91,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
East Lake_01141624,45,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Green Peter Lake_01158878,123,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Lake Abert_01116755,1820,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Lake Billy Chinook (Crooked)_01138120,28,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Lake Billy Chinook (Deschutes)_01138120,47,3/2/2024,6309.57666,301995.375,59166.03863,90125.81514,6309.57666,2024,3,2,62
Lake Billy Chinook (Metolius)_01138120,77,3/2/2024,6309.57666,457088.5,37759.26899,114838.0394,6309.57666,2024,3,2,62
Lake Billy Chinook_01138120,152,3/2/2024,6309.57666,457088.5,38016.34883,92297.4848,6309.57666,2024,3,2,62
Lake Owyhee_01125099,431,3/2/2024,6309.57666,356451.1563,51102.49049,93698.97161,6309.57666,2024,3,2,62
Lake Umatilla_01513298,656,3/2/2024,6309.57666,387257.9063,67064.69552,126841.1286,6309.57666,2024,3,2,62
Malheur Lake_01123710,1284,3/2/2024,277971.4688,277971.4688,277971.4688,0,277971.4688,2024,3,2,62
Odell Lake_01147159,152,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Paulina Lake_01147502,58,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Renner Lake_00267175,21,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Summer Lake_01150595,1211,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Thief Valley Reservoir_01128007,27,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Upper Cow Lake_01119431,42,3/2/2024,66069.36719,118032.0781,98427.1183,23358.31075,118032.0781,2024,3,2,62
Upper Klamath Lake_01151685,2912,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Wallowa Lake_01151862,68,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Wickiup Reservoir_01161711,414,3/2/2024,6309.57666,432513.9688,30760.54107,63335.86369,6309.57666,2024,3,2,62
Willamette River (Marquam Brg to Multnomah Channel),73,3/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,2,62
Beulah Reservoir_01117569,66,3/3/2024,6309.57666,75857.78125,9236.617241,11360.46699,6309.57666,2024,3,3,63
Cold Springs Reservoir_01119125,36,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Crescent Lake_01158186,165,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Crump Lake_01119601,365,3/3/2024,6309.57666,94623.78125,53410.48577,44058.86613,94623.78125,2024,3,3,63
Cultus Lake_01140537,47,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Davis Lake_01140666,135,3/3/2024,6309.57666,159955.8906,17501.69164,37420.55939,6309.57666,2024,3,3,63
Detroit Lake_01639301,91,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Hart Lake_01121637,317,3/3/2024,6309.57666,128233.1406,39681.80517,39741.04048,6309.57666,2024,3,3,63
Hills Creek Lake_01158881,81,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Lake Billy Chinook (Crooked)_01138120,28,3/3/2024,366437.6875,539511.0625,452974.375,86536.6875,452974.375,2024,3,3,63
Lake Billy Chinook (Deschutes)_01138120,47,3/3/2024,6309.57666,366437.6875,255380.5765,147095.8012,332691.5313,2024,3,3,63
Lake Billy Chinook (Metolius)_01138120,77,3/3/2024,293765.0625,432513.9688,355493.4961,50284.8071,346869.3594,2024,3,3,63
Lake Billy Chinook_01138120,152,3/3/2024,6309.57666,539511.0625,340815.6446,112704.9466,356451.1563,2024,3,3,63
Lake Umatilla_01513298,656,3/3/2024,6309.57666,328095.5,11602.81714,28787.03817,6309.57666,2024,3,3,63
Malheur Lake_01123710,1284,3/3/2024,6309.57666,169044.1563,12787.16785,24822.39267,6309.57666,2024,3,3,63
Ochoco Reservoir_01147148,34,3/3/2024,6309.57666,139315.6875,14705.82129,26949.47343,6309.57666,2024,3,3,63
Odell Lake_01147159,152,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Paulina Lake_01147502,58,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Prineville Reservoir_01125673,93,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Summer Lake_01150595,1211,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Waldo Lake_01151818,258,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Wallowa Lake_01151862,68,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Warm Springs Reservoir_01128656,151,3/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,3,63
Wickiup Reservoir_01161711,414,3/3/2024,6309.57666,319153.9375,18985.21387,39768.51881,6309.57666,2024,3,3,63
Beulah Reservoir_01117569,66,3/4/2024,6309.57666,100000.0547,10730.8725,15697.01005,6309.57666,2024,3,4,64
Brownlee Reservoir_00378278,515,3/4/2024,6309.57666,469894.2813,48477.9743,107946.9145,6309.57666,2024,3,4,64
Cold Springs Reservoir_01119125,36,3/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,4,64
Lake Owyhee_01125099,431,3/4/2024,6309.57666,366437.6875,23774.12563,70368.21528,6309.57666,2024,3,4,64
